0.0049123,0.69319,-0.20364,0.59532,0.35319,-0.061401,-0.27829,-1.6504,0.75907,-0.42049,0.37215,1.486,-0.79838,1.8547,0.62263,0.96308,0.30146,0.19311,0.2315,-0.28979,-0.49329
0.11073,-0.079903,-0.20364,1.2689,0.39625,-0.061401,-0.27829,-1.7103,0.75907,-0.42049,0.88279,1.486,-0.79838,1.8547,0.27862,0.96308,0.30146,0.12927,0.093563,-0.25639,-0.49329
0.21655,-0.27244,-0.20364,1.051,0.14875,-0.061401,-0.27829,-1.7103,1.1065,-0.42049,2.5169,1.1418,-1.3329,0.31469,2.3427,-0.48828,0.061002,0.065417,0.024596,-0.25639,1.14
0.0049123,0.72735,-0.20364,1.2122,-0.6836,-0.061401,-0.27829,-1.7103,1.1065,-0.42049,1.9892,1.1418,-1.3329,0.31469,1.6547,-0.48828,0.061002,0.19311,0.093563,-0.32319,1.14
-0.1009,0.36359,1.3214,1.0271,0.14136,-0.061401,-0.27829,-0.99236,-0.051613,-0.42049,0.79769,-0.20851,-0.085638,-0.56533,0.27862,-0.48828,-0.059229,0.065417,0.024596,-0.45679,1.14
-0.1009,1.3753,4.4849,0.48056,-0.19187,-0.061401,-0.27829,-0.99236,0.0642,-0.42049,-0.47893,0.34749,-0.69147,-0.34533,-0.75339,-0.48828,0.30146,0.25696,0.30047,-0.35659,1.14
-0.20672,0.55629,8.3947,-0.17741,0.94292,-0.061401,1.1044,-1.4111,0.9907,-0.42049,-0.053389,0.87702,-0.83401,0.53469,0.96664,-0.48828,0.4217,-0.50922,-0.11334,1.8478,-0.49329
-0.20672,0.48873,7.8124,-0.17456,0.67448,-0.061401,2.0307,-1.5308,0.9907,-0.42049,0.082783,0.87702,-0.83401,0.53469,-0.40939,-0.48828,-0.11934,-0.38152,-0.25127,0.74562,-0.49329
-0.20672,0.61953,9.1022,-0.038887,0.80057,-0.061401,-0.27829,-1.2317,0.75907,-0.42049,0.45726,1.3536,-1.3329,0.7547,0.27862,-0.48828,0.4217,-0.31767,0.093563,1.6474,1.14
-0.20672,-0.2006,9.303,0.35411,0.70346,-0.061401,2.08,-1.2915,0.52745,-0.42049,0.099805,0.66521,-1.1191,-0.34533,0.62263,-0.48828,-0.17946,-0.57306,-0.52714,0.51182,1.14
-0.20672,0.35819,9.6893,0.13198,0.68554,-0.061401,1.1184,-0.93254,0.29582,-0.42049,-0.07041,1.0094,-0.90529,0.6997,0.62263,0.96308,-0.17946,-0.25382,-0.25127,0.21122,-0.49329
-0.41836,0.26532,8.7564,-0.54294,0.33213,-0.061401,2.3121,-1.112,0.29582,-0.42049,-0.25765,1.7772,-1.1904,1.8547,1.6547,-0.48828,-0.41992,-0.50922,-0.32024,0.44502,-0.49329
0.0049123,-0.91999,1.879,-1.6359,3.2682,-0.061401,-0.27829,-1.112,5.2757,-0.42049,-0.54701,1.8302,-1.4398,1.5797,1.9987,-0.48828,-0.17946,-1.2754,-1.3547,2.282,-0.49329
0.0049123,-0.91999,2.0646,-1.0525,2.5694,-0.061401,-0.27829,-1.112,3.5386,-0.42049,0.7296,1.989,-1.4398,1.9097,1.6547,-0.48828,-0.17946,-0.82846,-0.73404,1.1798,-0.49329
0.0049123,-0.91999,2.1555,-0.14973,3.9203,-0.061401,-0.27829,-1.3513,6.3181,-0.42049,-0.32573,1.989,-1.4398,1.9097,1.9987,-0.48828,-0.78062,-1.3392,-1.4927,1.5138,-0.49329
0.0049123,-0.91999,1.6652,-1.1515,2.4677,-0.061401,-0.27829,-0.93254,1.6856,-0.42049,1.1722,1.8566,-1.4398,1.6347,2.3427,0.96308,-0.17946,-0.57306,-0.45817,0.47842,-0.49329
-1.2649,0.97809,1.9591,-1.3442,-0.41251,-0.061401,-0.27829,-0.99236,2.2646,-0.42049,2.2956,1.3801,-1.2617,0.9197,3.0307,-0.48828,-0.90085,-0.57306,-0.73404,0.14442,-0.49329
-1.2649,1.3823,1.5879,-1.1052,-0.19038,-0.061401,-0.27829,-0.99236,2.033,-0.42049,0.71258,1.433,-1.3329,0.9197,1.6547,0.96308,-0.41992,-0.50922,-0.66508,0.14442,-0.49329
-1.2649,0.61253,2.0963,0.90769,-0.6836,-0.061401,-0.27829,-1.0522,2.6121,-0.42049,2.7211,1.8566,-1.4042,1.6897,2.3427,-0.48828,-0.66038,-0.57306,-0.73404,0.11102,-0.49329
-1.794,0.3454,1.4668,0.11429,0.12966,-0.061401,-0.27829,-1.2915,2.2646,-0.42049,1.802,1.486,-1.3686,0.97471,1.6547,-0.48828,-1.0211,-1.0838,-1.2858,0.010817,-0.49329
-1.8998,0.2329,-0.20364,-0.041314,0.30434,-0.061401,-0.27829,-1.2317,2.033,-0.42049,1.3594,1.5919,-1.3686,1.1947,1.3106,-0.48828,-1.1413,-1.1477,-1.3547,-0.055983,-0.49329
-1.794,0.65845,1.165,-0.32599,-0.27781,-0.061401,-0.27829,-1.3513,2.4963,-0.42049,1.9381,1.6978,-1.4398,1.3047,1.3106,-0.48828,-1.1413,-1.02,-1.2168,0.010817,-0.49329
-1.794,1.3834,0.94864,0.13407,-0.6836,-0.061401,-0.27829,-1.0522,0.9907,-0.42049,0.71258,1.4595,-1.3329,0.97471,0.96664,-0.48828,-1.0211,-0.82846,-1.1478,-0.22299,-0.49329
-1.8998,1.189,1.0096,0.69767,-0.41251,-0.061401,-0.27829,-0.99236,0.87488,-0.42049,0.67854,0.63873,-1.2617,-0.62034,0.96664,0.96308,-1.0211,-0.8923,-1.1478,-0.25639,-0.49329
-1.8998,0.61486,0.7881,1.5484,-0.6836,-0.061401,-0.27829,-1.0522,1.1065,-0.42049,0.89982,1.433,-1.2973,0.97471,0.62263,-0.48828,-1.0211,-0.95615,-1.2168,-0.25639,-0.49329
-1.6882,-0.53628,0.59615,-0.043734,-0.6836,-0.061401,-0.27829,-0.27446,0.18001,-0.35825,0.86577,0.50635,-1.2617,-0.89534,0.62263,-0.48828,-0.54015,-0.57306,-0.66508,-0.38999,1.14
